"○ 행정구역(시군구)별, 성별 인구수 []",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
행정구역(시군구)별,항목,단위,2011. 01 월,2011. 02 월,2011. 03 월,2011. 04 월,2011. 05 월,2011. 06 월,2011. 07 월,2011. 08 월,2011. 09 월,2011. 10 월,2011. 11 월,2011. 12 월,2012. 01 월,2012. 02 월,2012. 03 월,2012. 04 월,2012. 05 월,2012. 06 월,2012. 07 월,2012. 08 월,2012. 09 월,2012. 10 월,2012. 11 월,2012. 12 월,2013. 01 월,2013. 02 월,2013. 03 월,2013. 04 월,2013. 05 월,2013. 06 월,2013. 07 월,2013. 08 월,2013. 09 월,2013. 10 월,2013. 11 월,2013. 12 월,2014. 01 월,2014. 02 월,2014. 03 월,2014. 04 월,2014. 05 월,2014. 06 월,2014. 07 월,2014. 08 월,2014. 09 월,2014. 10 월,2014. 11 월,2014. 12 월,2015. 01 월,2015. 02 월,2015. 03 월,2015. 04 월,2015. 05 월,2015. 06 월,2015. 07 월,2015. 08 월,2015. 09 월,2015. 10 월,2015. 11 월,2015. 12 월,2016. 01 월,2016. 02 월,2016. 03 월,2016. 04 월,2016. 05 월,2016. 06 월,2016. 07 월,2016. 08 월,2016. 09 월,2016. 10 월,2016. 11 월,2016. 12 월,2017. 01 월,2017. 02 월,2017. 03 월,2017. 04 월,2017. 05 월,2017. 06 월,2017. 07 월,2017. 08 월,2017. 09 월,2017. 10 월,2017. 11 월,2017. 12 월,2018. 01 월,2018. 02 월,2018. 03 월,2018. 04 월,2018. 05 월,2018. 06 월,2018. 07 월,2018. 08 월,2018. 09 월,2018. 10 월,2018. 11 월,2018. 12 월,2019. 01 월,2019. 02 월,2019. 03 월,2019. 04 월,2019. 05 월,2019. 06 월,2019. 07 월,2019. 08 월,2019. 09 월,2019. 10 월,2019. 11 월,2019. 12 월,2020. 01 월,2020. 02 월,2020. 03 월,2020. 04 월,2020. 05 월,2020. 06 월,2020. 07 월,2020. 08 월,2020. 09 월,2020. 10 월,2020. 11 월,2020. 12 월,2021. 01 월,2021. 02 월,2021. 03 월
서구,총인구수,명,408963,411225,413669,415905,417610,419475,420939,423490,425854,430065,433515,436134,438321,441596,443787,446575,449550,451763,453962,457462,460198,463579,466923,469887,471682,473525,474949,476879,478510,480290,482164,483559,485077,486858,488607,490035,490708,491349,492024,492830,493383,493962,494463,494982,495655,496592,497668,498686,499384,499937,500339,500546,500882,500981,501069,500966,502245,503384,504161,504606,505098,505677,506411,507313,507989,508640,508805,509152,509283,509642,510315,510733,511029,510962,510968,511127,511403,511691,511969,512229,512300,513314,514585,516017,519898,523049,525204,527845,530274,532706,534164,534972,535652,536683,537758,538596,539528,540595,541423,542157,542624,542989,543075,543108,543108,543417,544198,544556,544608,544465,544034,543994,544010,544136,544147,543627,543365,542982,542611,542040,541823,541164,540532
서구검단출장소,총인구수,명,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
강화군,총인구수,명,67066,67118,66971,66863,66814,66884,66886,66887,66923,66963,66883,66779,66776,66832,66806,66796,66831,66860,66865,66894,66879,66849,66783,66752,66693,66572,66544,66463,66456,66497,66555,66578,66645,66714,66735,66735,66732,66762,66703,66804,66968,66925,67084,67084,67046,67034,67043,67118,67128,67143,67128,67186,67268,67383,67457,67468,67457,67533,67608,67667,67666,67648,67560,67623,67681,67646,67724,67776,67786,67864,67940,68010,68024,68142,68095,68097,68127,68196,68241,68335,68393,68496,68589,68754,68744,68716,68674,68735,68723,68753,68772,68793,68841,68960,68913,68896,68897,68940,68939,68992,69048,69051,69130,69153,69138,69157,69173,69178,69197,69154,68996,69030,69102,69060,69032,69003,69070,69069,69074,69203,69245,69236,69008
옹진군,총인구수,명,18725,18763,18782,18872,18945,19033,19147,19250,19334,19413,19499,19485,19478,19357,19277,19346,19505,19558,19742,19821,19931,19971,19993,20039,20037,20020,20018,20200,20310,20374,20542,20557,20603,20639,20733,20698,20683,20693,20610,20615,20642,20604,20691,20702,20698,20669,20687,20703,20699,20694,20685,20739,20767,20825,20909,20867,20901,20957,20960,20962,20953,20915,20927,21011,21068,21132,21224,21311,21320,21344,21333,21351,21395,21323,21267,21288,21354,21421,21505,21530,21551,21530,21594,21573,21540,21406,21344,21308,21235,21233,21210,21211,21171,21124,21100,21036,21081,20890,20878,20858,20793,20722,20714,20696,20726,20712,20655,20566,20486,20456,20371,20355,20390,20367,20433,20432,20425,20478,20497,20455,20398,20348,20335
광주광역시,총인구수,명,1456308,1458195,1458326,1458814,1459615,1459862,1461368,1462915,1463432,1464073,1464516,1463464,1465313,1466516,1466810,1466676,1466464,1466388,1467030,1467979,1468777,1469614,1470669,1469216,1470061,1470969,1470979,1471324,1471801,1471867,1472357,1472807,1473229,1473576,1473689,1472910,1473529,1473327,1472490,1471850,1473697,1474546,1475676,1476459,1477517,1477780,1478204,1475884,1476891,1477340,1477504,1477609,1477212,1476974,1476716,1476152,1475590,1474603,1474910,1472199,1472802,1472153,1471618,1471819,1472317,1472285,1472481,1472432,1472379,1471911,1471384,1469214,1469583,1468527,1467766,1467002,1466741,1466451,1466415,1466642,1466639,1466716,1466328,1463770,1464037,1463100,1462033,1460972,1460564,1460745,1461203,1461463,1461790,1461904,1461009,1459336,1459832,1459208,1458930,1458940,1459003,1459024,1459486,1459438,1459632,1459360,1458915,1456468,1456688,1456121,1455705,1456096,1455533,1455048,1454709,1454154,1453952,1452994,1451993,1450062,1449115,1447953,1445473
동구,총인구수,명,102841,102414,102103,101991,101781,101807,101582,101341,101138,106087,105772,106495,106573,106886,106902,106744,106640,106470,106400,106237,106110,106011,105946,105580,105393,105200,104909,104694,104499,104139,103873,103730,103600,103471,103246,103016,102665,102439,102223,102134,102223,101944,101754,101635,101656,101457,101258,100786,100612,100389,100208,100584,100668,100554,100407,100114,99879,99641,99419,98784,98542,98202,97897,97446,97221,97278,97195,97137,96884,96549,96264,95791,95623,96369,96801,96830,96783,96676,96602,96458,96173,96051,95788,95448,95299,95219,94976,94673,94970,94850,94696,94561,94527,94653,94668,94475,94413,94244,94098,94653,95114,95743,96962,97798,98189,98482,98628,98585,98642,98641,98628,98622,99158,99273,99228,99159,100993,102151,102645,102897,102877,102745,102467
서구,총인구수,명,303726,303577,303238,303183,302735,302433,302280,302248,302033,319621,318736,317936,317823,318049,318088,317955,317796,317670,317610,317361,317219,317042,316968,316545,316723,316859,316708,316732,316665,316501,316172,316135,316130,316082,315870,315276,315000,314262,313758,313298,313452,312887,312405,311752,311583,311439,311177,310317,310287,309814,309328,309074,308668,308346,308064,307127,306743,306236,305955,305028,305233,305202,305359,306887,308222,308796,309179,309740,310045,310081,310195,309579,309604,309377,309360,309119,309089,308944,308793,308303,308090,307891,307500,306957,306984,306531,305963,305483,305108,304999,304887,304671,304763,304933,304602,304172,304197,303597,302903,302607,302299,301909,301588,301353,301455,301574,301452,300975,301339,301015,300292,300093,299850,299248,298898,298644,298030,297527,297214,296576,296036,295368,294691
남구,총인구수,명,217346,217648,217454,217226,217344,217104,217934,218338,218536,218364,219619,219041,219353,219249,218825,218820,218805,218755,218893,218912,218835,218626,218630,218313,218332,218365,218096,218071,218091,217846,217672,217605,217415,217081,216770,216254,216122,216142,215999,215993,216286,216751,217396,218305,218758,219082,219800,219815,220248,220626,220957,220734,220646,220613,220814,221228,221340,221414,221600,221318,221418,221445,221195,220766,220415,220352,220165,219924,219856,219940,220021,219729,219760,219348,218970,218692,218656,218456,218459,218552,218494,218411,218599,218454,218502,218402,217982,217558,217305,217381,217312,217301,217184,216955,216710,216369,216655,217472,217743,217679,217616,217949,218003,218143,218030,218116,218289,218060,218035,217993,217810,217543,216758,216256,215987,215701,215266,215072,214752,214579,214532,214579,213776
북구,총인구수,명,467867,469302,469660,469703,469452,469239,469045,469057,468898,446303,445814,444483,444877,444481,444524,444344,444058,444122,444199,443953,444009,444298,444519,443677,443803,443831,443714,443830,444189,444847,445360,445736,445942,445866,445621,445489,446009,446058,445945,445698,446150,447408,448336,448467,448779,448578,448505,447685,447828,448493,448578,448696,448549,448490,448396,447994,447575,447207,447219,446316,446318,445921,445454,444795,444238,443723,443426,443210,443043,442434,442058,441066,440930,439991,439170,439200,439154,438974,438895,439028,439232,439552,439619,438780,439225,439395,439670,439681,439384,439447,439958,440498,440950,440990,440423,439773,439895,439161,438509,437617,436817,436188,435807,435251,435379,435035,434562,433533,433147,432872,433006,433057,432731,433444,433463,433279,432525,431684,431256,430431,430516,430209,429600
광산구,총인구수,명,364528,365254,365871,366711,368303,369279,370527,371931,372827,373698,374575,375509,376687,377851,378471,378813,379165,379371,379928,381516,382604,383637,384606,385101,385810,386714,387552,387997,388357,388534,389280,389601,390142,391076,392182,392875,393733,394426,394565,394727,395586,395556,395785,396300,396741,397224,397464,397281,397916,398018,398433,398521,398681,398971,399035,399689,400053,400105,400717,400753,401291,401383,401713,401925,402221,402136,402516,402421,402551,402907,402846,403049,403666,403442,403465,403161,403059,403401,403666,404301,404650,404811,404822,404131,404027,403553,403442,403577,403797,404068,404350,404432,404366,404373,404606,404547,404672,404734,405677,406384,407157,407235,407126,406893,406579,406153,405984,405315,405525,405600,405969,406781,407036,406827,407133,407371,407138,406560,406126,405579,405154,405052,404939
대전광역시,총인구수,명,1504617,1506136,1506995,1507751,1509032,1509963,1510468,1511531,1512557,1513877,1514979,1515603,1517299,1518651,1519490,1520628,1521659,1522595,1522581,1522189,1522880,1523647,1524566,1524583,1525888,1527383,1527857,1528578,1529085,1529655,1530226,1530908,1531418,1532456,1533114,1532811,1533497,1534335,1534954,1535367,1535415,1535701,1536349,1536286,1535815,1535028,1534041,1531809,1531287,1529431,1528090,1527314,1526568,1525656,1525195,1524025,1523338,1522288,1521142,1518775,1518024,1517716,1517118,1516904,1516494,1516208,1516291,1516165,1516241,1515787,1515394,1514370,1514354,1513877,1512189,1511396,1509587,1508137,1507597,1507116,1506741,1505829,1504307,1502227,1501378,1499187,1497572,1496123,1495234,1494878,1495029,1494286,1493654,1492589,1491716,1489936,1488725,1487605,1486647,1485509,1484398,1482938,1481701,1480520,1479641,1478436,1476955,1474870,1474152,1473125,1471858,1471650,1471915,1471040,1470225,1469431,1469099,1467556,1465893,1463882,1463291,1462064,1458463
동구,총인구수,명,248825,248979,248707,248852,248822,248675,248344,248208,248923,249796,250357,251285,251875,252335,252778,252962,252781,252682,252498,252372,252386,252333,252247,251945,251908,252077,251914,251923,251958,252017,252111,252148,251959,251474,251124,250653,250356,250126,250006,249717,249319,249043,248691,248098,247568,246990,246265,245493,244873,244420,244123,243646,243266,242758,242211,241819,241358,240837,240264,239579,239147,238723,238387,238050,237706,237245,236920,236444,236072,235847,235407,234959,234759,234721,234180,233878,233240,232781,232650,232530,232165,231675,231095,230516,229849,229382,229189,228751,228291,228034,228011,228316,228467,228400,228608,229071,229051,229212,229563,229513,229401,229309,229007,228804,228530,228026,227467,226771,226216,225633,225302,225094,224729,224300,224060,223728,223368,222850,222446,223021,223727,224103,223469
중구,총인구수,명,265898,265518,265451,265424,265515,265547,265433,266162,266511,266488,266299,265502,265255,264913,264543,264365,264712,264855,264584,264580,264505,264503,264538,264125,263824,263798,263712,263698,263503,263423,263466,263351,263554,264335,264759,264913,265217,265065,264753,264488,264346,264235,263721,263350,262928,262425,261930,261165,260638,259968,259488,259061,258794,258365,258023,257669,257479,257076,256729,256186,255945,255493,255076,254880,254763,254371,254022,253634,253409,253171,252950,252490,252347,252138,251831,251717,251089,250721,250501,250252,250108,249872,249550,248933,248373,247763,247313,247070,246810,246755,246693,246280,246003,245565,245139,244421,244025,243653,243334,243096,242992,242829,242575,242156,241635,241451,240976,240473,240215,240064,239635,239361,238955,238540,238149,237792,237425,236825,236492,235550,235164,234654,233601
서구,총인구수,명,499876,500133,500232,500657,501026,501136,500761,500403,500311,500119,500033,499124,498424,497731,497441,497259,497179,497222,497186,496685,496686,496337,496653,496513,496762,496918,496884,497090,497241,497335,497306,497603,497711,498460,498903,498917,498815,498187,497467,497460,497696,497522,496681,495922,495784,495514,495744,496132,496490,496149,495614,495601,495350,494953,494277,493339,492764,492447,491762,490859,490629,490851,491061,491253,491075,490682,490989,491553,492004,491917,491522,491011,490977,491084,490639,490217,489301,488555,488156,488036,488083,487878,487439,487448,488020,487768,487283,486976,487204,487503,487371,486872,486472,486011,485398,484663,484380,483998,483511,482783,482384,481763,481964,481893,482125,482063,481683,481222,481174,481349,481135,481304,481449,481436,481209,481124,480780,479806,478872,477880,477326,476945,475685
유성구,총인구수,명,282590,284374,285515,285879,286543,287314,288618,289647,290060,290829,292022,294353,296247,298089,299178,300195,300820,301645,302067,302509,303227,304323,305282,306312,307709,308980,309626,310314,310876,311597,311980,312381,312895,313329,313751,313968,314748,316752,318728,319924,320432,321456,324108,326192,327053,327861,328049,327461,328060,328194,328587,329022,329464,330231,331719,332715,333576,334200,335245,335312,335777,336596,336908,337267,337800,339069,339807,340283,340754,341275,342334,343222,343957,343873,343939,344412,345594,346445,347266,347962,348681,349104,349049,348428,348541,348075,348011,347930,347894,347913,348573,349057,349226,349631,349944,349790,349803,349802,349666,349868,349792,349635,349200,349079,348985,348986,349308,349373,349824,349915,350055,350439,351532,351882,352316,352550,352604,352231,351790,351047,350875,350374,350136
대덕구,총인구수,명,207428,207132,207090,206939,207126,207291,207312,207111,206752,206645,206268,205339,205498,205583,205550,205847,206167,206191,206246,206043,206076,206151,205846,205688,205685,205610,205721,205553,205507,205283,205363,205425,205299,204858,204577,204360,204361,204205,204000,203778,203622,203445,203148,202724,202482,202238,202053,201558,201226,200700,200278,199984,199694,199349,198965,198483,198161,197728,197142,196839,196526,196053,195686,195454,195150,194841,194553,194251,194002,193577,193181,192688,192314,192061,191600,191172,190363,189635,189024,188336,187704,187300,187174,186902,186595,186199,185776,185396,185035,184673,184381,183761,183486,182982,182627,181991,181466,180940,180573,180249,179829,179402,178955,178588,178366,177910,177521,177031,176723,176164,175731,175452,175250,174882,174491,174237,174922,175844,176293,176384,176199,175988,175572
울산광역시,총인구수,명,1127337,1127647,1128324,1129038,1129612,1130832,1131325,1131979,1132910,1134125,1134904,1135494,1136464,1136948,1137918,1139628,1140673,1140954,1141483,1142528,1143464,1145096,1146555,1147256,1148130,1148713,1150215,1150708,1151340,1152039,1152765,1154208,1154382,1154956,1155867,1156480,1157199,1157627,1158245,1159234,1160275,1161019,1161538,1162316,1163048,1163690,1166229,1166377,1167232,1167385,1168692,1169433,1169658,1169768,1170232,1170640,1170980,1173050,1174051,1173534,1173568,1173143,1172959,1172925,1173147,1173143,1173066,1173005,1172965,1173178,1172891,1172304,1171656,1169957,1168843,1168501,1167960,1167525,1166942,1165909,1165385,1165528,1165317,1165132,1164489,1163151,1162074,1161303,1160657,1159594,1158847,1157964,1157420,1156917,1156260,1155623,1154786,1153735,1152800,1152293,1151685,1151301,1150891,1150294,1149873,1149409,1148922,1148019,1147037,1145710,1144563,1144098,1143148,1142190,1141362,1140310,1139368,1138581,1137345,1136017,1135370,1132953,1129254
중구,총인구수,명,233025,232847,232855,232610,232593,232621,232421,232382,232534,232622,232637,232634,232656,232733,232738,233063,233224,233120,233136,233083,232927,233050,233098,233013,232910,232789,232901,232649,232693,232777,233209,233355,233251,233178,233945,234607,234816,234630,234421,234211,234477,234603,235431,236204,236496,236657,237807,238825,239362,239651,240607,241759,242097,241745,241624,241749,242075,243591,244413,244481,244588,244463,244283,244117,243619,243474,243339,243249,243116,242999,242795,242536,242086,241827,241621,241498,241320,241102,241023,240812,240342,239891,239424,238652,238045,237054,236368,235830,235339,234848,234246,233747,233441,233022,232544,231973,231220,230301,229175,228014,227255,226713,226188,225657,225197,224730,224238,223581,223060,222395,221702,221125,220604,220028,219635,219249,218862,218571,218096,217595,217191,216523,215276
남구,총인구수,명,344023,343584,343340,343257,343243,343518,343487,343240,343174,343207,343345,343504,343743,343749,343873,344384,344485,344345,344356,345002,345452,346023,346457,346836,347110,347055,347351,347378,347457,347592,347535,347847,348357,348912,349072,349064,349458,349847,349656,349633,349580,349271,348928,348720,348619,348445,348438,347759,347705,347624,347602,347250,346741,345481,344846,344455,344047,344011,344032,343598,343220,342881,342544,342322,342264,341979,341716,341587,341363,341310,340982,340714,340426,339871,339160,338848,338382,338082,337769,337149,336531,336206,335674,335439,335094,334304,333485,332985,332576,331940,331471,330966,330644,330435,330590,330732,330403,329765,328742,327868,327259,326698,325875,325174,324701,324380,324056,323819,323704,323756,323320,323230,323192,322883,322486,321955,321494,321134,320716,320064,319780,319189,318059
동구,총인구수,명,170341,170084,170091,170305,170278,170303,170639,171079,171433,171830,172031,172172,172357,172545,173082,173334,173456,173632,173827,174228,174561,174974,175331,175479,175746,176217,177141,177636,177819,178066,178228,178670,178727,178725,178651,178468,178447,178184,178201,178267,178345,177853,177470,177117,177098,176888,177032,176668,176562,176404,176379,175972,175253,174903,174708,174788,174813,175053,175088,174963,175313,175667,175832,175727,175136,174984,174905,174781,174772,174667,174635,174514,174197,173683,173083,172466,172012,171569,171341,170989,170643,170473,170065,169605,168912,168126,167725,167272,166936,166536,166124,165754,165476,165306,164976,164642,164172,163430,162806,162298,161931,161582,161327,161017,160768,160449,160106,159656,159294,158809,158477,158323,158154,157973,157757,157589,157396,157319,157111,156806,156596,156209,155753
북구,총인구수,명,178600,179390,180040,180574,180973,181399,181611,181831,181936,182201,182365,182504,182772,182781,182864,183173,183483,183642,183647,183515,183560,183682,183984,184088,184321,184353,184296,184384,184612,184821,184859,185205,185183,185280,185326,185695,186021,186053,186219,186341,186636,187572,187806,188065,188301,188631,188853,188733,188974,188901,188758,188754,189672,190203,190733,191020,191201,191108,191026,191063,191020,190813,190865,191310,192810,193481,193868,194144,194559,194953,195171,195285,195746,195785,196219,196900,197393,197831,197938,198002,198270,198897,199566,200718,201882,203100,203970,204568,204875,204877,205352,205652,205859,206058,206106,206434,207267,208378,210049,211922,213027,213854,214607,215276,215753,216421,217309,217796,218053,218190,218353,218364,218396,218673,218777,218765,218903,218949,218882,219014,219175,218774,218481
울주군,총인구수,명,201348,201742,201998,202292,202525,202991,203167,203447,203833,204265,204526,204680,204936,205140,205361,205674,206025,206215,206517,206700,206964,207367,207685,207840,208043,208299,208526,208661,208759,208783,208934,209131,208864,208861,208873,208646,208457,208913,209748,210782,211237,211720,211903,212210,212534,213069,214099,214392,214629,214805,215346,215698,215895,217436,218321,218628,218844,219287,219492,219429,219427,219319,219435,219449,219318,219225,219238,219244,219155,219249,219308,219255,219201,218791,218760,218789,218853,218941,218871,218957,219599,220061,220588,220718,220556,220567,220526,220648,220931,221393,221654,221845,222000,222096,222044,221842,221724,221861,222028,222191,222213,222454,222894,223170,223454,223429,223213,223167,222926,222560,222711,223056,222802,222633,222707,222752,222713,222608,222540,222538,222628,222258,221685
세종특별자치시,총인구수,명,,,,,,,,,,,,,,,,,,,103127,106625,108027,109823,111191,113117,113911,115269,115955,116345,116842,117012,117369,117939,118273,118745,119309,122153,123802,125944,126857,128200,129669,130708,132016,134631,138136,142686,148151,156125,161716,169762,174920,178656,182028,185212,189478,194173,197964,202214,206044,210884,215418,220108,223461,225488,227972,230327,232117,234510,236134,238533,240560,243048,244939,247600,251178,254112,259157,263056,266075,269102,271410,274092,276879,280100,283198,288079,291182,295041,297604,300332,302703,305648,308068,310403,312103,314126,316814,320326,322693,324417,325777,327643,330298,332098,333757,336356,338647,340575,342328,343788,344792,345216,345373,345341,346217,347232,348014,351007,353430,355831,357871,359569,360462
세종시,총인구수,명,,,,,,,,,,,,,,,,,,,103127,106625,108027,109823,111191,113117,113911,115269,115955,116345,116842,117012,117369,117939,118273,118745,119309,122153,123802,125944,126857,128200,129669,130708,132016,134631,138136,142686,148151,156125,161716,169762,174920,178656,182028,185212,189478,194173,197964,202214,206044,210884,215418,220108,223461,225488,227972,230327,232117,234510,236134,238533,240560,243048,244939,247600,251178,254112,259157,263056,266075,269102,271410,274092,276879,280100,283198,288079,291182,295041,297604,300332,302703,305648,308068,310403,312103,314126,316814,320326,322693,324417,325777,327643,330298,332098,333757,336356,338647,340575,342328,343788,344792,345216,345373,345341,346217,347232,348014,351007,353430,355831,357871,359569,360462
경기도,총인구수,명,11801232,11815120,11829316,11841400,11854092,11862889,11874213,11887932,11898590,11908014,11920340,11937415,11948596,11961481,11972408,11984985,11998173,12009150,12021422,12035714,12047601,12060335,12071878,12093299,12107216,12123024,12133590,12144383,12156714,12167575,12181553,12193532,12203080,12211807,12219786,12234630,12245960,12256617,12266541,12276751,12286470,12300698,12313649,12324470,12334023,12342448,12348078,12357830,12366711,12376944,12392297,12405279,12418899,12432063,12444924,12460604,12475565,12491080,12504790,12522606,12536474,12551398,12565891,12578597,12594829,12610877,12629325,12649894,12666278,12683730,12699920,12716780,12728620,12741266,12753983,12763961,12775175,12783741,12795378,12810014,12827633,12841321,12858161,12873895,12890445,12908010,12925761,12941604,12958648,12975176,12993165,13012486,13027338,13045223,13061074,13077153,13090648,13104696,13116579,13129508,13145482,13159178,13176011,13193943,13207219,13218912,13228177,13239666,13250368,13265377,13288975,13311254,13324041,13338020,13351891,13370714,13388485,13400615,13413459,13427014,13449499,13471758,13465837
수원시,총인구수,명,1077248,1076961,1078163,1078265,1078315,1077290,1076556,1076898,1077702,1079341,1082631,1088489,1091934,1098010,1103088,1105922,1108122,1109406,1110211,1111797,1113008,1114407,1115194,1120258,1124374,1127785,1130315,1131939,1133623,1136943,1138826,1140122,1141456,1142687,1144755,1148157,1151619,1155296,1158181,1161575,1163309,1164817,1166113,1167489,1170098,1172424,1173589,1174228,1175400,1175276,1176372,1176736,1177376,1177851,1177942,1178462,1180364,1182228,1183139,1184624,1185196,1186083,1187527,1188841,1189453,1189889,1190417,1190712,1192418,1193258,1193904,1194041,1194276,1194074,1195163,1196330,1197177,1198056,1198606,1198500,1200415,1201514,1202310,1202628,1202715,1201906,1202104,1201779,1202249,1203000,1203285,1203089,1202958,1202475,1202110,1201166,1200038,1199495,1199599,1198461,1197648,1197153,1196323,1195318,1196074,1195204,1194834,1194465,1193894,1193480,1192762,1192622,1192018,1191542,1191244,1190074,1188926,1187638,1187153,1186078,1185741,1186273,1185984
장안구,총인구수,명,293550,293229,294387,294453,294474,293893,293485,293354,293746,293348,292238,290999,290684,290662,291760,291999,292220,292225,292098,291956,292112,292041,292125,291757,291086,291049,292110,292489,292913,297286,298855,299650,300357,300677,300831,300908,300812,300361,300412,300966,301192,301381,300932,300736,300740,301140,301305,301196,301141,300772,301045,300754,300559,300501,300216,300007,299968,299473,299286,299016,298469,297828,297896,297616,297408,297268,297088,296939,297147,296922,296693,296479,296217,295445,296107,296168,295893,295563,295045,294563,294379,294033,293997,293828,293086,292362,292351,291828,291190,290707,289914,288974,288703,287924,287211,286433,285493,284647,284722,283683,282616,281629,280694,279948,279819,279218,278798,278377,277846,277386,276842,276611,276317,275875,275479,274984,274911,274480,274148,273661,273324,272823,271918
권선구,총인구수,명,306826,307007,307285,307276,307331,307374,307410,308337,309062,311861,315972,321176,323075,326774,329104,330322,331068,331646,331913,332118,332225,332661,332761,332633,332412,332242,332129,332143,332454,331770,331755,331611,331760,331969,331958,331773,331687,332806,333741,334527,335069,335423,335719,336209,338240,339234,339761,339835,340408,341088,342483,343071,343375,343624,343781,344414,347086,349195,350012,351053,351954,352805,353453,354101,354279,354506,354905,355239,356702,357802,358386,358393,358449,358768,358667,359126,359503,360052,361173,361738,362787,363604,364418,365653,367772,369072,370918,372055,373820,374857,376086,377193,377706,378046,377989,377647,377655,377211,376680,375646,375022,374613,373909,373152,372825,372376,372013,371754,371509,371218,370922,370955,370687,370648,370548,370337,369755,369314,369150,368645,368686,368157,366553
팔달구,총인구수,명,216143,215919,215492,215416,215276,214878,214653,213938,213521,212652,211074,209772,209292,208781,208105,208100,207886,207674,207357,207332,207234,207219,207103,206794,206849,206721,206670,206597,206464,205878,205625,205339,205197,205113,204909,204805,204707,204361,204177,204161,204205,203821,203877,203624,203463,203570,203386,203479,203377,202936,202544,202188,201981,201569,201531,201142,200224,199635,199348,199180,198927,198968,198841,198894,199009,199015,199022,198902,198902,198803,198713,198515,198292,197950,197763,197604,197291,196984,196814,196495,196056,195389,194614,193311,191764,190345,188446,187139,186107,185310,184506,183717,183062,182236,181521,180974,180297,179886,179423,178911,178717,178339,177911,177475,177063,176552,176244,175866,175698,175677,175533,175446,175396,175468,175247,175063,174879,174683,174709,174930,175098,177307,180743
영통구,총인구수,명,260729,260806,260999,261120,261234,261145,261008,261269,261373,261480,263347,266542,268883,271793,274119,275501,276948,277861,278843,280391,281437,282486,283205,289074,294027,297773,299406,300710,301792,302009,302591,303522,304142,304928,307057,310671,314413,317768,319851,321921,322843,324192,325585,326920,327655,328480,329137,329718,330474,330480,330300,330723,331461,332157,332414,332899,333086,333925,334493,335375,335846,336482,337337,338230,338757,339100,339402,339632,339667,339731,340112,340654,341318,341911,342626,343432,344490,345457,345574,345704,347193,348488,349281,349836,350093,350127,350389,350757,351132,352126,352779,353205,353487,354269,355389,356112,356593,357751,358774,360221,361293,362572,363809,364743,366367,367058,367779,368468,368841,369199,369465,369610,369618,369551,369970,369690,369381,369161,369146,368842,368633,367986,366770
성남시,총인구수,명,981269,981970,981390,980896,980800,980467,980051,979962,979795,979534,979706,979323,979556,979412,978796,978458,978095,977613,977443,977243,977009,977078,977302,978615,979247,980548,980947,980946,980887,980669,980320,979890,979685,979684,979766,979534,980004,980234,979516,978595,978163,978357,978067,977407,976777,975747,974910,974608,974768,974877,974545,973604,972797,972466,971924,971262,970809,969903,969675,971424,973744,975817,976791,977094,977991,978745,979509,979981,979159,977256,974956,974580,974755,975417,974343,974035,973833,973199,972719,972623,971310,969555,968014,967510,967508,966968,965691,964400,963297,962238,960769,958670,957435,955999,954919,954347,953447,952364,950916,949316,948582,947990,946568,945546,944741,943585,942929,942724,942649,942183,941688,941527,940519,939748,938982,940668,941783,941480,940746,940064,939774,938819,934308
수정구,총인구수,명,240988,240690,240360,239843,239032,238334,237986,237328,237254,236901,236450,236123,235751,235077,234645,234293,233979,233817,233511,233121,233215,233997,234113,233997,233887,233371,232833,232251,232149,231811,231504,231040,230390,229456,228698,228167,228203,228431,228066,227780,227476,226523,225962,225433,224983,224459,223989,223539,223237,222959,222710,222227,221601,221336,220979,220477,220152,219624,219034,219531,220589,222282,223366,224010,224787,225737,228395,232366,232982,232458,232270,232841,233831,235120,235638,236036,236066,235898,236349,237660,237794,237050,236780,236932,237208,237314,237101,236783,236494,236187,235782,235108,234770,234314,234268,234133,233912,233620,233336,233105,233148,233467,233278,233993,234570,234800,234648,234678,234614,234417,234421,234653,234702,234729,234993,239043,241803,242451,242157,241701,241568,241217,238984
중원구,총인구수,명,258307,258399,258342,258017,257147,256559,256298,255896,255468,255132,255042,254872,254815,254834,254732,254542,254438,254133,253993,254154,253815,253055,252944,253883,254403,256096,257461,258355,258483,258427,258154,258106,257657,256871,256573,256349,256363,256173,256093,255748,255455,254437,253685,253327,253083,252696,252200,251982,251807,251668,251488,251189,250980,250637,250122,249536,249189,248860,249557,250004,250390,250358,250351,249883,249676,249379,247439,244199,242618,240967,239073,237909,237059,236134,235400,234745,234264,233864,233333,232396,231798,231304,230668,230366,230174,229884,229408,228992,228426,227804,227353,226735,226379,225939,225348,224885,224513,224373,224023,223520,223245,222817,222347,221744,221234,220737,220470,220041,219921,219619,219408,219155,218785,218485,218146,216969,216379,216013,215975,216131,216142,216128,215336
