"○ 행정구역(시군구)별, 성별 인구수 []",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
행정구역(시군구)별,항목,단위,2011. 01 월,2011. 02 월,2011. 03 월,2011. 04 월,2011. 05 월,2011. 06 월,2011. 07 월,2011. 08 월,2011. 09 월,2011. 10 월,2011. 11 월,2011. 12 월,2012. 01 월,2012. 02 월,2012. 03 월,2012. 04 월,2012. 05 월,2012. 06 월,2012. 07 월,2012. 08 월,2012. 09 월,2012. 10 월,2012. 11 월,2012. 12 월,2013. 01 월,2013. 02 월,2013. 03 월,2013. 04 월,2013. 05 월,2013. 06 월,2013. 07 월,2013. 08 월,2013. 09 월,2013. 10 월,2013. 11 월,2013. 12 월,2014. 01 월,2014. 02 월,2014. 03 월,2014. 04 월,2014. 05 월,2014. 06 월,2014. 07 월,2014. 08 월,2014. 09 월,2014. 10 월,2014. 11 월,2014. 12 월,2015. 01 월,2015. 02 월,2015. 03 월,2015. 04 월,2015. 05 월,2015. 06 월,2015. 07 월,2015. 08 월,2015. 09 월,2015. 10 월,2015. 11 월,2015. 12 월,2016. 01 월,2016. 02 월,2016. 03 월,2016. 04 월,2016. 05 월,2016. 06 월,2016. 07 월,2016. 08 월,2016. 09 월,2016. 10 월,2016. 11 월,2016. 12 월,2017. 01 월,2017. 02 월,2017. 03 월,2017. 04 월,2017. 05 월,2017. 06 월,2017. 07 월,2017. 08 월,2017. 09 월,2017. 10 월,2017. 11 월,2017. 12 월,2018. 01 월,2018. 02 월,2018. 03 월,2018. 04 월,2018. 05 월,2018. 06 월,2018. 07 월,2018. 08 월,2018. 09 월,2018. 10 월,2018. 11 월,2018. 12 월,2019. 01 월,2019. 02 월,2019. 03 월,2019. 04 월,2019. 05 월,2019. 06 월,2019. 07 월,2019. 08 월,2019. 09 월,2019. 10 월,2019. 11 월,2019. 12 월,2020. 01 월,2020. 02 월,2020. 03 월,2020. 04 월,2020. 05 월,2020. 06 월,2020. 07 월,2020. 08 월,2020. 09 월,2020. 10 월,2020. 11 월,2020. 12 월,2021. 01 월,2021. 02 월,2021. 03 월
담양군,총인구수,명,47547,47271,47178,47109,47096,47043,47011,46982,46928,46927,47012,47819,47440,47321,47185,47202,47401,47383,47394,47364,47313,47379,47365,47612,47450,47405,47396,47353,47412,47453,47423,47369,47373,47413,47385,47365,47395,47340,47362,47410,47411,47328,47276,47199,47188,47210,47138,47177,47142,47055,47007,46951,46950,46986,46915,46871,46913,46900,46928,47009,46968,46982,47106,47138,47136,47161,47200,47183,47098,47122,47147,47229,47222,47224,47224,47282,47344,47366,47302,47225,47163,47111,47145,47285,47238,47238,47230,47234,47188,47111,47012,46861,46738,46687,46762,46917,46754,46699,46582,46603,46476,46370,46273,46222,46153,46283,46439,46535,46443,46367,46265,46122,46077,46045,46040,45980,45938,45903,45936,46280,46475,46545,46541
곡성군,총인구수,명,31829,31828,31770,31765,31774,31690,31592,31481,31449,31431,31378,31332,31301,31200,31124,31073,31010,30993,31006,31012,31018,30943,30881,30878,30840,30789,31325,31352,31303,31276,31238,31203,31143,31097,31074,31009,30988,30977,30958,31218,31202,31125,31046,30981,30871,30847,30806,30732,30637,30623,30899,30905,30899,30850,30847,30805,30762,30745,30674,30672,30672,30650,30637,30623,30696,30737,30660,30605,30559,30532,30480,30400,30349,30205,30282,30461,30421,30365,30341,30220,30205,30127,30095,30131,30084,29996,30128,30206,30208,30121,29995,29904,29814,29742,29680,29624,29577,29462,29606,29530,29420,29368,29313,29208,29112,29034,28977,28887,28773,28696,28569,28455,28386,28340,28254,28226,28173,28106,28036,28039,27982,27952,27888
구례군,총인구수,명,27354,27340,27334,27324,27304,27283,27312,27272,27272,27278,27222,27422,27360,27322,27265,27256,27225,27206,27171,27179,27171,27140,27115,27077,27041,26996,27027,27058,27101,27104,27045,27050,27097,27104,27070,27115,27161,27145,27167,27225,27316,27229,27194,27153,27127,27180,27177,27170,27108,27104,27088,27075,27088,27115,27115,27148,27228,27258,27300,27308,27269,27192,27276,27251,27250,27257,27258,27207,27205,27180,27236,27412,27252,27112,27079,27064,27087,27102,27117,27089,27052,27046,27029,27525,27218,27056,27022,27024,27061,26966,26874,26797,26719,26645,26603,27117,26810,26634,26541,26474,26357,26308,26210,26151,26126,26105,26128,26563,26214,26086,25976,25895,25851,25826,25766,25696,25650,25578,25577,25719,25573,25505,25437
고흥군,총인구수,명,73805,73692,73539,73469,73392,73264,73209,73053,72947,72827,72728,72607,72616,72464,72298,72207,72128,72008,71968,71889,71746,71646,71545,71560,71473,71335,71172,71058,70965,70923,70837,70791,70745,70677,70638,70631,70569,70432,70386,70393,70330,70183,70053,69927,69838,69736,69681,69641,69532,69378,69240,69153,69044,68932,68818,68761,68723,68666,68653,68601,68516,68413,68355,68287,68236,68181,68161,68020,67923,67812,67718,67656,67622,67532,67388,67355,67300,67217,67114,66961,66962,66956,66880,66736,66587,66474,66421,66380,66376,66284,66198,66063,66010,65959,65852,65777,65748,65745,65621,65570,65504,65435,65341,65234,65165,65071,64976,64913,64851,64728,64581,64407,64336,64336,64273,64198,64085,64038,64013,63922,63869,63814,63572
보성군,총인구수,명,48662,48522,48471,48404,48382,48343,48280,48240,48194,48157,48036,47894,47840,47670,47672,47633,47562,47486,47425,47354,47304,47254,47156,47050,46989,46879,46828,46832,46828,46731,46641,46617,46553,46495,46406,46385,46428,46352,46284,46309,46292,46164,46094,46061,45962,45879,45854,45882,45670,45632,45562,45503,45441,45393,45293,45287,45257,45242,45214,45349,45280,45170,45054,45012,44949,44861,44828,44724,44639,44597,44492,44469,44390,44335,44259,44170,44135,44076,44051,43988,43902,43875,43869,43755,43693,43681,43648,43615,43624,43504,43383,43217,43139,43031,42910,42803,42714,42582,42427,42262,42235,42145,42047,41897,41748,41618,41540,41420,41398,41329,41232,41135,41016,40939,40826,40754,40689,40611,40494,40482,40430,40305,40169
화순군,총인구수,명,69390,69389,69580,69696,69537,69445,69422,69355,69248,69165,69069,68985,68916,68830,68819,68758,68749,68686,68633,68585,68503,68474,68408,68378,68299,68311,68253,68139,68077,68101,68058,67999,68058,68034,67930,67829,67737,67629,67576,67526,67469,67362,67276,67136,66997,66900,66794,66772,66636,66569,66367,66224,66121,66040,65995,65925,65837,65756,65720,65848,65913,65947,65917,65898,65794,65731,65618,65461,65384,65326,65287,65303,65274,65185,65144,65139,65094,65015,64957,64879,64801,64759,64687,64680,64586,64515,64500,64492,64444,64274,64216,64147,64037,63924,64177,63933,63658,63607,63547,63499,63451,63297,63033,62896,62896,62806,62730,62737,62642,62529,62493,62510,62554,62654,62662,62649,62655,62562,62506,62522,62455,62478,62289
장흥군,총인구수,명,42279,42226,42252,42219,42190,42177,42155,42145,42167,42155,42150,42552,42239,42095,41944,41939,41930,41910,41862,41841,41807,41885,41962,42672,42188,41953,41857,41731,41656,41749,41647,41586,41537,41740,42505,43004,42333,42066,41892,41729,41692,41532,41427,41318,41211,41158,41435,43190,42028,41675,41411,41272,41191,41087,41050,40985,40924,40883,41507,43513,42165,41584,41307,41149,40998,40884,40797,40689,40567,40465,40344,40669,40369,40220,40074,40063,39995,40008,39961,40024,40215,40256,40265,40136,39994,39893,39868,39848,39850,39697,39557,39456,39387,39377,39293,39312,39225,39091,39044,38967,38959,38896,38842,38780,38680,38680,38628,38563,38489,38400,38333,38225,38146,38071,37998,37909,37839,37823,37819,37800,37689,37528,37266
강진군,총인구수,명,41028,40775,40681,40703,40679,42173,41493,41133,40933,40783,40729,41599,40853,40491,40353,40271,40206,40513,40327,40211,40117,40125,40104,40241,40069,40013,40066,40043,40010,40292,40160,40078,40066,40013,40056,40079,40039,39948,39936,39892,39845,39764,39662,39568,39540,39465,39375,39861,39483,39307,39175,39075,39076,39098,38978,39208,39062,38923,38832,38758,38516,38421,38308,38240,38190,38100,38024,37975,37912,37839,37780,37753,37667,37583,37462,37398,37328,37251,37185,37094,37046,36987,36910,36868,36815,36727,36675,36699,36692,36637,36553,36405,36350,36294,36241,36144,36023,35886,35830,35755,35653,35599,35569,35504,35451,35420,35376,35286,35226,35163,35161,35054,34977,34913,34858,34809,34749,34724,34670,34597,34568,34487,34327
해남군,총인구수,명,79433,79175,79220,79131,79038,78900,78838,78685,78591,78465,78407,78346,78461,78408,78489,78429,78412,78303,78334,78304,78304,78283,78154,78150,78135,78086,77973,77967,77931,77941,77863,77808,77742,77710,77692,77684,77633,77519,77471,77419,77337,77332,77286,77249,77134,77064,76997,76981,76877,76804,76785,76635,76593,76500,76446,76395,76299,76272,76195,76194,76104,75920,75776,75732,75697,75681,75644,75603,75525,75446,75259,75121,74950,74701,74558,74454,74369,74257,74142,73954,73841,73787,73721,73604,73358,73179,73017,72906,72834,72743,72568,72447,72365,72238,72049,71901,71675,71432,71371,71214,71152,71087,70936,70812,70676,70558,70500,70354,70212,70018,69804,69649,69588,69465,69399,69274,69153,69118,68966,68806,68736,68589,68291
영암군,총인구수,명,59986,59875,59966,59998,59992,59946,59993,59894,59887,59989,60105,60139,60105,60092,60126,60178,60137,60055,60046,59991,60051,59994,59951,59997,59967,60000,59961,59873,59702,59619,59551,59459,59373,59296,59140,59061,59083,59045,59126,59250,59252,59215,59180,59061,58999,58987,58956,58852,58813,58736,58693,58651,58679,58632,58618,58524,58451,58381,58170,58137,58089,58012,58001,58003,57917,57865,57717,57638,57545,57399,57221,57045,56877,56607,56484,56462,56354,56310,56257,56214,56095,55974,55797,55616,55568,55459,55375,55308,55223,55158,55129,55003,54918,54846,54831,54731,54629,54472,54345,54287,54284,54178,54295,54535,54624,54623,54579,54593,54484,54383,54335,54229,54224,54266,54223,54045,53998,53869,53752,53699,53687,53652,53469
무안군,총인구수,명,74771,74874,74868,74933,75062,75169,75140,75212,75379,75479,75641,75718,76027,76355,76206,76070,75943,75849,75826,75736,75779,75798,75719,75741,76052,76020,75879,76347,77030,77526,77977,78333,78530,78929,79222,79367,79596,79989,80305,80425,80454,80584,80695,81192,81324,81530,81643,81696,81807,81905,81782,81857,81962,82092,82126,82050,82026,81980,82132,82236,82218,82111,82178,82136,82182,82121,82178,82192,82181,82229,82085,82109,82215,82244,82389,82409,82509,82544,82596,82559,82593,82539,82755,82872,82746,82598,82575,82498,82403,82292,82186,82174,82041,82083,82118,81991,82055,81881,81774,81808,81657,81488,81447,81301,81250,81201,81189,81105,81144,81322,81409,81412,81565,81620,81522,83006,84433,84944,85245,86132,86940,87570,87870
함평군,총인구수,명,36670,36617,36562,36547,36520,36494,36463,36419,36369,36295,36184,36134,36170,36184,36111,36088,36050,36048,36025,35942,35920,35895,35817,35780,35707,35671,35613,35562,35551,35584,35619,35621,35600,35596,35566,35610,35547,35530,35493,35489,35487,35407,35327,35294,35215,35140,35135,35090,35081,35017,34917,35006,34987,34962,34941,34918,34895,34823,34810,34876,34769,34727,34679,34673,34674,34615,34575,34567,34486,34468,34445,34397,34333,34291,34360,34469,34447,34401,34354,34309,34290,34279,34325,34328,34197,34134,34123,34128,34071,33973,33873,33756,33647,33550,33463,33420,33339,33233,33175,33107,33106,33050,33019,32989,32976,32940,32888,32861,32785,32735,32630,32519,32433,32360,32307,32238,32209,32192,32112,32050,31992,31899,31711
영광군,총인구수,명,57235,57048,57075,57035,57041,57073,57040,56947,56932,56916,56870,56863,56796,56754,56786,56759,56852,57006,57064,57025,57053,57129,57114,57224,57180,57198,57348,57534,57618,57582,57567,57526,57502,57478,57467,57617,57419,57290,57367,57359,57258,57104,57023,56940,56824,56750,56688,56833,56680,56609,56568,56459,56357,56350,56395,56338,56325,56257,56303,56267,56246,56150,56146,56090,56007,55938,55911,55812,55774,55748,55670,55618,55563,55447,55358,55265,55230,55149,55128,55045,54963,54914,54817,54774,54763,54706,54796,54747,54660,54601,54541,54461,54377,54260,54164,54127,54091,54037,54060,54040,53988,53959,53958,53914,53911,53888,53855,53852,53835,53694,53625,53539,53512,53475,53440,53365,53308,53226,53183,53099,53048,52944,52663
장성군,총인구수,명,46423,46384,46268,46222,46129,46107,46009,46119,46219,46262,46301,46245,46190,46166,46098,46171,46139,46247,46279,46316,46358,46314,46363,46289,46267,46217,46110,46114,46107,46145,46162,46169,46128,46171,46269,46292,46300,46366,46453,46506,46484,46459,46357,46278,46198,46206,46289,46273,46243,46174,46066,46043,46004,46071,46068,46098,46199,46157,46269,46360,46374,46317,46193,46218,46118,46048,46113,45989,46029,46003,46098,46104,46013,45991,45874,45907,45846,45825,45868,45811,45872,45938,45917,46111,46054,46124,46093,46155,46163,46007,45914,45800,45742,45675,45668,45795,45740,45692,45542,45631,45501,45676,45542,45466,45618,45537,45667,45739,45625,45595,45412,45325,45222,45203,45126,44921,44810,44620,44543,44464,44330,44432,44129
완도군,총인구수,명,54209,54042,54123,54119,54098,54028,54044,53976,53999,54016,54033,54037,54007,53873,53943,53953,53960,53932,53934,53879,53875,53819,53832,53871,53791,53690,53708,53663,53684,53687,53680,53640,53646,53601,53560,53619,53562,53470,53477,53454,53410,53376,53408,53367,53350,53283,53227,53174,53139,53175,53115,53079,53093,53123,53049,53051,53071,53050,53017,53014,53015,52923,52895,52815,52831,52849,52807,52753,52741,52718,52708,52668,52599,52549,52510,52521,52464,52395,52372,52323,52275,52209,52152,52109,52060,51921,51961,51967,51941,51865,51827,51730,51639,51572,51532,51477,51406,51296,51237,51213,51175,51146,51096,51023,50892,50821,50738,50689,50630,50560,50431,50351,50245,50192,50210,50153,50065,50042,49975,49916,49811,49757,49673
진도군,총인구수,명,33738,33657,33656,33629,33665,33641,33596,33557,33542,33503,33514,33502,33460,33435,33373,33392,33366,33349,33326,33281,33229,33212,33190,33208,33216,33188,33191,33147,33107,33081,33059,33042,33020,33009,32980,32998,32987,32899,32905,32945,32978,32941,32938,32883,32833,32786,32756,32746,32719,32675,32632,32544,32480,32472,32497,32519,32474,32482,32460,32476,32471,32395,32357,32299,32231,32173,32179,32153,32118,32065,32067,32078,32053,32023,32013,32015,31993,31937,31896,31853,31859,31806,31779,31765,31710,31660,31648,31637,31634,31566,31479,31392,31302,31262,31262,31219,31147,31103,31117,31032,30966,30958,30921,30877,30825,30769,30744,30715,30685,30601,30564,30511,30494,30461,30425,30385,30300,30233,30748,31227,30845,30709,30494
신안군,총인구수,명,45261,45211,45127,45075,45079,45060,45011,44978,44810,44656,44516,44355,44260,44188,44123,44132,44203,44164,44202,44186,44154,44033,43922,43898,43916,43950,43953,43953,43977,44033,44157,44159,44102,44130,44064,44162,44145,44219,44355,44427,44470,44400,44299,44248,44164,44023,43911,43747,43627,43642,43680,43659,43590,43566,43577,43521,43452,43409,43356,43294,43245,43235,43214,43166,43169,43092,43037,43009,42874,42818,42692,42652,42566,42559,42530,42573,42500,42451,42397,42343,42274,42211,42145,42070,42054,41983,41994,42046,42069,41960,41862,41720,41628,41539,41400,41263,41151,41076,41033,41035,40936,40876,40859,40791,40698,40544,40399,40274,40156,40122,39906,39745,39642,39582,39490,39386,39271,39161,39009,38938,38768,38907,38719
경상북도,총인구수,명,2688586,2687178,2687521,2688469,2689130,2689904,2691181,2692036,2693707,2695145,2696596,2699195,2697104,2694794,2694822,2694944,2694930,2695113,2695263,2695008,2695316,2696180,2697569,2698353,2698263,2696802,2696554,2696341,2696447,2696833,2696446,2696492,2696705,2697450,2698619,2699440,2698306,2697306,2697169,2697438,2697563,2697248,2697325,2697927,2703929,2700328,2699686,2700794,2699275,2698469,2697302,2696837,2696674,2697791,2698899,2699955,2700461,2700878,2702186,2702826,2701160,2701055,2701148,2701238,2701912,2702385,2702210,2701293,2701445,2700957,2700843,2700398,2698803,2696329,2694544,2693810,2692859,2691727,2690974,2690671,2691502,2691794,2691878,2691706,2688747,2685633,2683661,2682897,2682316,2681090,2679546,2678272,2677762,2676904,2677014,2676831,2674005,2671587,2671036,2670375,2669731,2669850,2668836,2667657,2666795,2666072,2665775,2665836,2662508,2658956,2653418,2651054,2648760,2646493,2644001,2640932,2640003,2639763,2639245,2639422,2637639,2636747,2635563
포항시,총인구수,명,514958,515022,514865,515039,515101,515500,515859,516069,516420,516539,516829,517088,517307,517322,517414,517668,517722,517623,517685,517856,517869,518152,519076,518913,519098,519214,519060,518956,518983,518975,518903,519210,519158,519249,519524,519467,519603,519348,519193,519111,518896,518865,518980,519031,518837,518876,518997,519368,518709,518330,518179,517974,518186,517904,517951,517966,518077,518444,520160,519584,519244,518902,518393,518152,517990,518047,518036,517774,517744,517513,517237,516775,516497,515994,515417,515255,515008,514869,514609,514300,514167,514123,514127,513832,513249,512450,511810,511519,511298,511188,510861,510621,510609,510401,510270,510013,509964,509477,509192,509064,508772,508537,508442,508249,507848,507662,507430,507025,506494,506162,505479,505209,504829,504461,504230,503883,503731,503456,503139,502916,502736,503051,503786
남구,총인구수,명,254121,253937,253776,253670,253573,253359,253278,253100,253182,253186,252931,252556,252321,252028,252009,251856,251742,251657,251582,251550,251461,251628,251553,251434,251481,251397,251325,251079,250959,250736,250523,250519,250428,250181,250016,249709,249423,248915,249070,249092,248970,248925,248278,248002,247720,247698,247601,247649,247172,247005,246665,246564,246626,246634,246796,246752,246637,246661,247111,246445,246242,246272,245992,245837,245554,245481,245593,245312,245252,245184,245024,244748,244629,244327,243953,243507,243216,243043,242793,242590,242468,242505,242526,242469,242158,241662,241471,240506,240065,239787,239518,239444,239582,239476,239533,239400,239022,238459,238169,237855,237562,237170,237028,236841,236637,236496,235997,235633,235006,233846,233066,232620,232216,231837,231533,231180,230967,230800,230573,230422,230381,230712,231019
북구,총인구수,명,260837,261085,261089,261369,261528,262141,262581,262969,263238,263353,263898,264532,264986,265294,265405,265812,265980,265966,266103,266306,266408,266524,267523,267479,267617,267817,267735,267877,268024,268239,268380,268691,268730,269068,269508,269758,270180,270433,270123,270019,269926,269940,270702,271029,271117,271178,271396,271719,271537,271325,271514,271410,271560,271270,271155,271214,271440,271783,273049,273139,273002,272630,272401,272315,272436,272566,272443,272462,272492,272329,272213,272027,271868,271667,271464,271748,271792,271826,271816,271710,271699,271618,271601,271363,271091,270788,270339,271013,271233,271401,271343,271177,271027,270925,270737,270613,270942,271018,271023,271209,271210,271367,271414,271408,271211,271166,271433,271392,271488,272316,272413,272589,272613,272624,272697,272703,272764,272656,272566,272494,272355,272339,272767
경주시,총인구수,명,266788,266288,266211,266195,266165,266104,265885,265751,265639,265651,265620,265488,265357,265028,264928,264899,264906,264866,264830,264740,264721,264497,264319,264091,263996,263811,263704,263663,263659,263659,263770,263654,263618,263532,263389,263283,263122,263020,263332,262905,262607,262374,262303,262110,261819,261698,261698,261535,261643,262364,261182,260904,260837,260590,260373,260263,260454,260219,259686,259773,259492,259617,260077,260071,260037,260009,259908,259871,259941,259734,259651,259452,259228,258839,258549,258330,258280,258156,258243,258218,258227,258169,258033,257903,257640,257304,257122,256997,256915,257137,257241,257169,257138,256983,256863,256864,256653,256531,256357,256426,256255,256141,255874,255674,255499,255448,255489,255402,255253,254853,254441,254225,254035,253758,253674,253460,253396,253282,253468,253502,253475,253579,252911
김천시,총인구수,명,135847,135584,135484,135481,135587,135725,136204,135772,135552,135803,135681,136185,135544,135421,135300,135302,135406,135470,135368,135245,135272,135261,135202,135504,135184,134908,135191,135082,135012,135185,134962,134812,135053,134891,134680,135259,134956,134890,134780,134737,134632,134649,134606,134544,134500,134397,134457,135456,135205,135236,135166,135293,135646,137030,138278,140015,140078,140157,140135,140132,140237,140706,140989,141054,141204,141520,141675,141841,142037,142131,142262,142256,142277,142524,142902,143041,143095,143107,143091,143056,143195,143057,143032,142908,142618,142318,142271,142209,142164,141978,141812,141710,141577,141430,141388,141104,140963,140947,141315,141397,141466,141533,141433,141380,141374,141355,141320,141229,140991,140863,140609,140418,140384,140651,140627,140511,140468,140413,140547,140548,140511,140560,140720
안동시,총인구수,명,167937,167840,167776,167798,167792,167734,167781,167806,167757,167806,167855,168157,168152,168009,167887,167919,167957,167975,167942,167999,167948,167967,168251,168302,168119,167863,167826,167676,167577,167469,167422,167384,167379,167397,167847,168461,168170,168009,167838,167743,167640,167537,167401,167394,167316,167353,167744,168697,168238,168142,168129,168224,168289,168242,168276,168282,168240,168171,168910,169221,168723,168799,168886,168758,168509,168339,168120,167917,167800,167732,168179,168798,168226,167805,167605,167521,167418,167250,166756,166155,165798,165642,166274,166272,165040,164196,163637,163311,163006,162720,162510,162165,161927,161615,161856,162180,161672,161418,160932,160737,160484,160481,160263,160125,160073,160141,160112,160052,159844,159645,159338,159035,158820,158526,158765,158867,158929,158834,158803,158907,158675,158493,158240
구미시,총인구수,명,405899,406380,407272,408022,408665,409038,409544,411106,411772,412465,413093,413446,414009,413893,414514,414842,415035,415247,415436,415589,416011,416590,416752,416949,417680,417684,417708,417958,418193,418297,418002,418362,418777,419228,420034,419428,419483,419532,419497,419718,420088,420109,420189,420118,420439,420575,420530,420320,420511,420476,421633,421281,420877,420226,420128,419869,419743,419748,419661,419915,420032,419765,420232,420291,420698,420562,420383,419908,419997,419904,419747,419891,420048,419788,419432,419455,419392,419611,419808,420403,420909,421434,421677,421799,422106,422196,422208,422287,422268,422239,422068,421864,421783,421812,421800,421494,421140,420770,420392,420294,420463,420507,420468,420399,420319,420230,420095,419742,419761,419296,418436,418205,418007,417480,417098,416551,416626,416722,416279,416328,415949,415409,414953
영주시,총인구수,명,113782,113687,113524,113497,113572,113728,113677,113610,113643,113704,114028,114148,113772,113446,113295,113126,112976,112933,112805,112667,112681,112881,113153,113547,113003,112689,112482,112320,112222,112173,112018,111895,111793,112070,112518,112625,112278,112011,111830,111701,111601,111425,111324,111238,111096,111048,110937,110780,110655,110581,110430,110436,110344,110246,110194,110096,110040,110012,109893,109735,109646,109563,109426,109379,109340,109345,109324,109214,109146,109258,109305,109247,109281,109301,109249,109248,109245,109190,109070,108907,108818,108711,108568,108371,108215,108001,107898,107784,107682,107578,107484,107320,107211,107136,107012,106801,106621,106423,106269,106100,105901,105746,105640,105519,105404,105327,105196,105067,104985,104795,104557,104418,104236,104003,103862,103652,103503,103386,103272,103119,103043,102917,102738
영천시,총인구수,명,102982,102808,102652,102540,102412,102302,102691,102775,104073,104669,104513,104182,103619,103174,102950,102721,102584,102397,102276,102116,102014,101929,101915,101798,101646,101405,101295,101165,101144,101131,101085,100999,100908,100804,100746,100778,100565,100477,100332,100251,100462,100540,100734,100748,100622,100623,100643,100689,100704,100588,100532,100595,100519,100554,100515,100510,100409,100412,100520,100648,100549,100585,100538,100527,100507,100503,100465,100350,100202,100193,100387,100521,100384,100291,100271,100314,100272,100255,100234,100304,100434,100527,100585,100615,100490,100462,100457,100421,100380,100312,100186,100196,100327,100388,101113,101595,101234,101109,101269,101360,101779,102154,102034,101958,102266,102300,102433,102470,102163,101967,101630,101828,101758,101601,101515,101523,101693,101840,101904,102015,101799,102024,102383
상주시,총인구수,명,105488,105378,105296,105239,105213,105129,105074,104952,105017,104945,104855,104685,104636,104652,104552,104553,104522,104528,104466,104398,104438,104341,104385,104182,104098,104057,103950,103950,103900,103791,103727,103703,103633,103566,103445,103346,103490,103522,103496,103484,103485,103416,103309,103199,103128,103160,103106,102892,102753,102692,102467,102438,102364,102434,102437,102405,102426,102425,102463,102374,102253,102224,102098,102134,102075,102012,102151,102219,102170,102069,101962,101799,101729,101713,101619,101487,101347,101267,101208,101182,101079,101001,100947,100947,100829,100663,100489,100448,100356,100217,100159,100062,100067,100139,100273,100297,100037,99844,100092,100051,99927,99767,99626,99637,99568,99521,99706,100688,99814,99438,98967,98644,98435,98201,98038,97875,97689,97633,97483,97228,97159,96942,96855
문경시,총인구수,명,76667,76527,76392,76306,76146,76143,76061,75987,75986,75966,75951,76727,76246,76045,76063,75907,75785,75680,75656,75736,75746,75683,75685,75899,75766,75814,75749,75693,75669,75648,75653,75632,75634,75625,75582,75664,75691,75830,75762,75746,75784,75834,75901,75911,75938,75928,75927,75911,75856,75850,75711,75637,75619,75577,75527,75432,75432,75342,75329,75784,75572,75610,75507,75370,75298,75247,74985,74769,74746,74744,74683,74702,74555,74446,74329,74244,74128,74070,73949,73826,73705,73661,73494,73294,73021,73008,72923,72824,72675,72608,72475,72369,72285,72151,72006,71874,71859,71798,71926,71939,71924,72251,72138,72073,72004,71973,71954,72242,71889,71778,71527,71382,71282,71683,71417,71258,71250,71318,71213,71406,70919,71030,71924
경산시,총인구수,명,240768,240848,241309,241553,241709,241895,242040,242242,242165,242218,242885,243684,243578,243746,243964,244226,244405,244731,245046,245160,245355,245707,245848,246358,246867,247300,247613,247711,247963,248045,248182,248381,248498,248763,248721,248805,248686,248752,249104,249491,249684,249882,250126,251518,258428,254982,253997,253968,254231,254524,254894,255259,255406,255871,256448,256568,256821,257042,256768,256888,256910,257292,257163,257456,257957,258200,258318,258382,258635,258635,258426,258037,257902,257706,257637,257735,257848,257679,257592,258154,259151,259525,259560,259485,259302,259068,258903,258824,258945,259219,259540,260035,260427,260868,260944,261093,261045,261037,261133,261087,261374,261924,262331,262510,262628,262724,262986,263185,263229,263075,263285,263375,263286,263034,262537,262300,262311,262566,262988,263728,264150,264279,264023
군위군,총인구수,명,24669,24616,24557,24504,24463,24433,24408,24358,24316,24331,24308,24268,24235,24218,24226,24234,24188,24206,24187,24142,24149,24124,24131,24119,24150,24148,24104,24124,24093,24149,24125,24126,24105,24141,24151,24172,24186,24239,24297,24435,24533,24452,24401,24315,24253,24229,24213,24170,24153,24126,24092,24018,24071,24096,24096,24077,24081,24083,24114,24126,24120,24136,24113,24099,24130,24104,24118,24113,24152,24147,24136,24171,24221,24324,24368,24360,24324,24271,24213,24188,24163,24190,24214,24215,24200,24166,24242,24340,24607,24386,24247,24129,24057,24002,23939,23919,23819,23766,23729,23699,23669,23617,23641,23647,23677,23674,23724,23843,23821,23800,23614,23534,23477,23451,23437,23409,23345,23351,23299,23256,23216,23130,23094
의성군,총인구수,명,58749,58640,58522,58323,58260,58170,58089,57981,57937,57862,57813,57744,57664,57564,57512,57453,57433,57381,57311,57245,57159,57128,57028,57043,56943,56821,56777,56701,56625,56569,56531,56386,56323,56269,56129,56064,56040,55906,55832,55851,55778,55711,55668,55544,55494,55449,55322,55212,55092,55035,54915,54860,54784,54736,54707,54658,54577,54542,54453,54477,54438,54382,54318,54298,54281,54232,54208,54172,54120,54079,54055,54014,53994,53968,53995,53936,53880,53778,53734,53668,53660,53571,53479,53474,53390,53251,53281,53316,53243,53166,53122,53026,53013,52929,52944,52944,52872,52799,52737,52679,52661,52628,52591,52583,52606,52528,52542,52595,52674,52516,52333,52236,52148,52142,52051,51940,51895,51879,51827,51724,51601,51501,51404
청송군,총인구수,명,26642,26563,26547,26555,26575,26575,26565,26528,26545,26535,26514,26569,26556,26552,26541,26515,26516,26513,26493,26515,26484,26487,26468,26481,26467,26442,26432,26445,26386,26398,26395,26353,26412,26443,26429,26470,26500,26480,26466,26526,26523,26540,26497,26476,26426,26425,26429,26453,26430,26389,26393,26383,26378,26353,26345,26355,26362,26367,26340,26384,26385,26318,26375,26335,26372,26368,26341,26326,26269,26279,26271,26301,26261,26234,26238,26225,26228,26223,26196,26171,26100,26100,26054,26006,25949,25937,25939,25924,25909,25874,25821,25789,25772,25733,25669,25678,25729,25688,25657,25643,25583,25567,25531,25477,25470,25459,25450,25416,25439,25430,25340,25291,25264,25228,25161,25122,25080,25110,25077,25044,25030,24991,24907
