"행정구역(시군구)별","항목","단위","2011. 01 월","2011. 02 월","2011. 03 월","2011. 04 월","2011. 05 월","2011. 06 월","2011. 07 월","2011. 08 월","2011. 09 월","2011. 10 월","2011. 11 월","2011. 12 월","2012. 01 월","2012. 02 월","2012. 03 월","2012. 04 월","2012. 05 월","2012. 06 월","2012. 07 월","2012. 08 월","2012. 09 월","2012. 10 월","2012. 11 월","2012. 12 월","2013. 01 월","2013. 02 월","2013. 03 월","2013. 04 월","2013. 05 월","2013. 06 월","2013. 07 월","2013. 08 월","2013. 09 월","2013. 10 월","2013. 11 월","2013. 12 월","2014. 01 월","2014. 02 월","2014. 03 월","2014. 04 월","2014. 05 월","2014. 06 월","2014. 07 월","2014. 08 월","2014. 09 월","2014. 10 월","2014. 11 월","2014. 12 월","2015. 01 월","2015. 02 월","2015. 03 월","2015. 04 월","2015. 05 월","2015. 06 월","2015. 07 월","2015. 08 월","2015. 09 월","2015. 10 월","2015. 11 월","2015. 12 월","2016. 01 월","2016. 02 월","2016. 03 월","2016. 04 월","2016. 05 월","2016. 06 월","2016. 07 월","2016. 08 월","2016. 09 월","2016. 10 월","2016. 11 월","2016. 12 월","2017. 01 월","2017. 02 월","2017. 03 월","2017. 04 월","2017. 05 월","2017. 06 월","2017. 07 월","2017. 08 월","2017. 09 월","2017. 10 월","2017. 11 월","2017. 12 월","2018. 01 월","2018. 02 월","2018. 03 월","2018. 04 월","2018. 05 월","2018. 06 월","2018. 07 월","2018. 08 월","2018. 09 월","2018. 10 월","2018. 11 월","2018. 12 월","2019. 01 월","2019. 02 월","2019. 03 월","2019. 04 월","2019. 05 월","2019. 06 월","2019. 07 월","2019. 08 월","2019. 09 월","2019. 10 월","2019. 11 월","2019. 12 월","2020. 01 월","2020. 02 월","2020. 03 월","2020. 04 월","2020. 05 월","2020. 06 월","2020. 07 월","2020. 08 월","2020. 09 월","2020. 10 월","2020. 11 월","2020. 12 월","2021. 01 월","2021. 02 월","2021. 03 월","2021. 04 월","2021. 05 월","2021. 06 월","2021. 07 월","2021. 08 월","2021. 09 월",
"서구","세대수","호","179653","179988","180175","180471","180871","181107","181068","181164","181365","181662","181888","181948","181944","182271","182349","182397","182571","182722","182828","182872","182957","182918","183089","183229","183471","183787","184045","184363","184660","184824","184932","185146","185288","185683","185905","186185","186264","186495","186585","186716","186987","187051","187011","187057","187227","187372","187579","187921","188301","188702","188773","188931","189072","189193","189174","189069","189066","189165","189069","189068","189297","189989","190400","190644","190779","190937","191285","191838","192195","192486","192644","192834","193194","193841","194124","194252","194264","194366","194547","194918","195135","195315","195535","196016","196670","197139","197406","197672","198046","198433","198732","199046","199202","199403","199571","199689","200158","200768","201048","201103","201410","201477","201894","202272","202885","203282","203429","203754","204142","204816","205335","205985","206996","207568","208139","208748","209239","209391","209596","209931","210281","210829","210776","211190","211476","211670","212022","212402","212915",
"유성구","세대수","호","101243","101931","102464","102615","102989","103380","103887","104275","104544","104980","105337","106053","106708","107532","108068","108529","108850","109189","109522","109858","110141","110637","111035","111553","112013","112554","112923","113227","113539","113854","114145","114352","114631","114855","115046","115304","115737","116687","117577","118192","118423","118940","119866","120763","121225","121688","121830","121857","122262","122662","123083","123406","123622","124114","124792","125374","125869","126316","126759","126969","127279","127925","128252","128558","128878","129444","129867","130275","130583","130919","131673","132464","132944","133488","133934","134279","134976","135503","136097","136631","137097","137365","137482","137514","137841","138028","138349","138555","138705","138966","139517","140116","140417","140879","141300","141533","141872","142372","142710","143009","143245","143493","143630","143898","144158","144516","144887","145305","145781","146334","146848","147429","148454","149130","149798","150379","150816","151076","151253","151292","151606","151939","152199","152372","152717","152860","153197","153591","154407",
"대덕구","세대수","호","75406","75462","75518","75538","75693","75816","75886","75901","75895","75951","75881","75759","75967","76171","76269","76481","76658","76725","76841","76856","76899","76994","76945","76930","76960","76987","77116","77149","77224","77204","77266","77351","77394","77343","77356","77420","77446","77526","77469","77517","77576","77642","77628","77512","77537","77576","77600","77549","77529","77530","77487","77457","77430","77379","77330","77199","77200","77147","77064","77051","77019","76996","76999","76923","76957","76940","76929","76876","76859","76815","76796","76760","76742","76818","76766","76664","76511","76391","76275","76097","75918","75862","75921","75923","76012","76023","76052","76028","76028","75988","76013","75941","75973","75920","75943","75841","75813","75809","75875","75877","75844","75805","75819","75771","75835","75803","75810","75841","75836","75847","75895","75935","76099","76148","76199","76290","76807","77475","77873","78205","78314","78465","78411","78515","78640","78753","78932","79035","79159",
"울산광역시","세대수","호","406038","406599","407260","407954","408484","409215","409702","410235","410836","411674","412091","412561","413114","414142","415381","416576","417317","417814","418391","419394","419957","420865","421545","422177","422783","423523","425127","425672","426252","427102","427823","428973","429345","429874","430697","431595","432230","433156","434103","434999","435848","436822","437607","438527","439277","440161","441762","442250","443134","443806","445153","446056","446572","447229","447789","448384","448968","450705","451621","451688","452104","452603","452988","453256","453640","453982","454235","454409","454631","454982","455271","455352","455430","455624","455783","455975","456174","456402","456655","456770","457001","457607","457950","458547","458894","459342","459655","459902","460046","460076","460206","460572","460772","461024","461311","461756","462218","462929","463628","464318","465046","465588","466091","466584","467135","467642","468072","468659","469007","469551","470294","471153","472255","472983","473640","474328","474970","475424","476112","476893","478531","479441","478528","478865","479362","479971","480623","480951","481483",
"중구","세대수","호","86287","86314","86436","86361","86405","86501","86551","86553","86635","86736","86776","86822","86903","87050","87191","87405","87514","87539","87643","87729","87729","87829","87884","87944","87927","87958","88187","88147","88233","88415","88686","88857","88874","88892","89226","89595","89711","89774","89831","89873","90056","90274","90696","91077","91284","91472","92051","92545","92810","93002","93443","93871","94099","94073","94124","94215","94444","95243","95632","95710","95768","95784","95788","95818","95695","95694","95724","95723","95728","95740","95719","95673","95606","95652","95717","95743","95802","95814","95828","95865","95779","95630","95564","95386","95269","95098","94997","94910","94741","94634","94449","94395","94352","94256","94200","94102","93949","93882","93683","93420","93309","93244","93189","93126","93131","93085","93071","93062","92994","92927","92908","92901","92995","92996","93054","93093","93138","93207","93192","93212","93408","93473","92963","92991","93121","93379","93552","93583","93590",
"남구","세대수","호","125038","125048","125024","125107","125173","125378","125435","125420","125472","125595","125666","125766","125892","126136","126422","126795","126958","127016","127141","127506","127690","128002","128161","128366","128566","128699","129116","129214","129364","129586","129715","130033","130292","130561","130736","130945","131188","131613","131881","132117","132258","132371","132422","132617","132741","132941","133128","132974","133174","133351","133622","133738","133675","133430","133300","133337","133293","133567","133733","133669","133682","133772","133835","133840","133936","134006","134015","134023","134042","134100","134089","134140","134153","134230","134178","134221","134150","134147","134244","134224","134099","134136","134148","134372","134463","134518","134432","134411","134414","134341","134322","134348","134403","134506","134721","134986","135170","135242","135202","135087","135172","135207","135094","135002","134980","135104","135140","135311","135477","135738","135984","136328","136747","137004","137182","137316","137426","137453","137772","137925","138310","138625","138374","138416","138485","138521","138583","138513","138660",
"동구","세대수","호","60376","60390","60500","60779","60858","60907","61101","61385","61576","61770","61860","61946","62111","62468","62980","63182","63278","63493","63621","63983","64172","64359","64543","64656","64795","65122","65768","66048","66204","66414","66534","66816","66918","66945","67010","67059","67118","67199","67373","67575","67714","67673","67666","67674","67722","67774","67994","67951","68019","68051","68180","68137","67956","67895","67912","67992","68067","68280","68358","68359","68598","68864","69023","69009","68756","68694","68661","68601","68587","68534","68589","68548","68434","68304","68074","67806","67638","67456","67401","67291","67204","67165","67018","66888","66719","66519","66491","66358","66236","66116","65997","65972","65913","65878","65809","65791","65726","65585","65485","65430","65378","65338","65295","65275","65299","65291","65216","65183","65167","65189","65196","65234","65420","65496","65478","65581","65671","65700","65781","65815","65971","66102","65948","65934","65941","66005","66011","66062","66167",
"북구","세대수","호","59068","59378","59713","59899","60067","60245","60323","60411","60504","60686","60762","60882","61004","61141","61290","61455","61613","61693","61789","61817","61896","61977","62071","62175","62295","62348","62403","62495","62605","62778","62817","63030","63044","63132","63289","63554","63739","63873","64003","64049","64263","64663","64860","65033","65196","65351","65514","65589","65764","65831","65910","66017","66393","66723","66957","67137","67299","67377","67413","67469","67543","67604","67663","67878","68521","68807","68976","69103","69243","69466","69602","69693","69908","70067","70307","70593","70829","71091","71195","71247","71387","71649","71931","72416","72911","73450","73897","74191","74365","74379","74631","74816","74955","75076","75175","75403","75810","76371","77072","77875","78454","78839","79257","79675","79972","80335","80803","81144","81382","81608","81833","82011","82250","82511","82725","82917","83130","83335","83464","83781","84294","84466","84535","84655","84744","84776","84895","85017","85073",
"울주군","세대수","호","75269","75469","75587","75808","75981","76184","76292","76466","76649","76887","77027","77145","77204","77347","77498","77739","77954","78073","78197","78359","78470","78698","78886","79036","79200","79396","79653","79768","79846","79909","80071","80237","80217","80344","80436","80442","80474","80697","81015","81385","81557","81841","81963","82126","82334","82623","83075","83191","83367","83571","83998","84293","84449","85108","85496","85703","85865","86238","86485","86481","86513","86579","86679","86711","86732","86781","86859","86959","87031","87142","87272","87298","87329","87371","87507","87612","87755","87894","87987","88143","88532","89027","89289","89485","89532","89757","89838","90032","90290","90606","90807","91041","91149","91308","91406","91474","91563","91849","92186","92506","92733","92960","93256","93506","93753","93827","93842","93959","93987","94089","94373","94679","94843","94976","95201","95421","95605","95729","95903","96160","96548","96775","96708","96869","97071","97290","97582","97776","97993",
"세종특별자치시","세대수","호","","","","","","","","","","","","","","","","","","","43364","44460","44934","45493","45914","46592","46817","47246","47492","47671","47902","47994","48142","48319","48419","48624","48860","50045","50676","51502","51915","52484","53101","53497","53955","54856","56169","57771","59807","62807","64643","67187","68987","70344","71570","72733","74191","75849","77316","78835","80222","81806","83357","85048","86302","87157","88256","89204","89848","90537","91093","91955","93096","94343","95032","95975","97360","98597","100596","102259","103442","104742","105677","106858","108102","109490","110573","112343","113853","115640","116639","117734","118722","120102","121310","122394","123046","123762","124840","126337","127487","128330","129052","129937","131110","131826","132657","133728","134616","135408","136056","136629","137208","137500","137893","138167","138720","139552","140222","141687","142912","144275","145403","146323","146763","147292","147848","148604","149580","150077","150841",
"세종시","세대수","호","","","","","","","","","","","","","","","","","","","43364","44460","44934","45493","45914","46592","46817","47246","47492","47671","47902","47994","48142","48319","48419","48624","48860","50045","50676","51502","51915","52484","53101","53497","53955","54856","56169","57771","59807","62807","64643","67187","68987","70344","71570","72733","74191","75849","77316","78835","80222","81806","83357","85048","86302","87157","88256","89204","89848","90537","91093","91955","93096","94343","95032","95975","97360","98597","100596","102259","103442","104742","105677","106858","108102","109490","110573","112343","113853","115640","116639","117734","118722","120102","121310","122394","123046","123762","124840","126337","127487","128330","129052","129937","131110","131826","132657","133728","134616","135408","136056","136629","137208","137500","137893","138167","138720","139552","140222","141687","142912","144275","145403","146323","146763","147292","147848","148604","149580","150077","150841",
"경기도","세대수","호","4530271","4536302","4540195","4544305","4547939","4550160","4553412","4558574","4563230","4567952","4573060","4579405","4581590","4588065","4592491","4596720","4601413","4605492","4609946","4615762","4620473","4626371","4632096","4639665","4644387","4651451","4657095","4662907","4669308","4675231","4680917","4687386","4693661","4700260","4706010","4712324","4716710","4725455","4731176","4737047","4742158","4748611","4755195","4761863","4769074","4776263","4781545","4786718","4790844","4799046","4807275","4813561","4821745","4829521","4836786","4846467","4856337","4866246","4875733","4885012","4891903","4901579","4910886","4918017","4928079","4937454","4947194","4957788","4968547","4980827","4992605","5003406","5010895","5022352","5032867","5040279","5049758","5058506","5067741","5079932","5093580","5105103","5117958","5131379","5145099","5160661","5176163","5189382","5202326","5212883","5225673","5242680","5257306","5275515","5291257","5306214","5320873","5336962","5350353","5363723","5378654","5390454","5404604","5419790","5433375","5446200","5456597","5468920","5480444","5497087","5514938","5529263","5547190","5566078","5584110","5605611","5626369","5641978","5658580","5676401","5694934","5717252","5719333","5735887","5749175","5763227","5776653","5793437","5809524",
"수원시","세대수","호","411764","411798","412948","412953","412874","412196","411810","411972","412353","413004","414125","416036","416997","419454","422448","423414","424153","424434","424746","425429","425876","426340","426356","427790","428957","430223","431862","432726","433563","434941","435717","436384","437336","438061","438825","439996","441170","442968","444595","446999","448042","448846","449484","450388","451871","453191","453817","454072","454480","454965","456313","456965","457535","457894","458176","458792","460318","461585","462403","463154","463567","464461","465906","466791","467546","468097","468608","468991","470383","471257","471873","472194","472569","473359","475145","476057","476898","477807","478452","479133","480813","481815","482713","483558","484113","485023","486490","487028","487890","488613","489354","490447","491435","492164","492576","492939","493436","494237","495670","495905","496426","496602","496677","496801","497746","497888","498302","498836","499238","500289","500681","501215","502146","503104","503913","504528","505292","505484","506174","506950","507734","509531","510541","511431","512272","512813","513394","514282","516103",
"장안구","세대수","호","110676","110511","111694","111686","111702","111294","111015","110894","111140","110960","110445","109762","109408","109513","110617","110657","110710","110647","110526","110471","110452","110328","110212","109983","109637","109520","110290","110446","110581","112053","112490","112748","113168","113377","113418","113369","113252","113110","113228","113807","113931","113997","113879","113842","114108","114483","114532","114386","114312","114249","114917","114952","114915","114938","114893","114944","115335","115247","115268","115182","114931","114726","115146","115104","115170","115179","115151","115128","115595","115657","115625","115507","115375","115176","116078","116227","116213","116176","116006","115953","116297","116310","116429","116486","116256","116201","116869","116812","116728","116610","116412","116307","116677","116533","116398","116250","116053","115925","116630","116334","116042","115744","115407","115192","115440","115273","115204","115180","115025","115069","114947","115054","115150","115245","115250","115282","115694","115686","115739","115738","115743","115933","116196","116226","116281","116223","116167","116290","117635",
"권선구","세대수","호","116519","116739","116930","116982","117012","117021","117083","117583","117916","119082","120692","122511","123125","124504","125428","125903","126175","126415","126566","126749","126783","126936","126938","126934","126857","126839","126898","126997","127182","127078","127157","127199","127371","127510","127573","127545","127491","127957","128347","128720","128998","129239","129345","129635","130482","130961","131200","131321","131537","131851","132490","132815","132968","133091","133159","133538","134640","135522","135923","136299","136650","137169","137604","138037","138259","138460","138735","138971","139687","140288","140615","140772","140941","141283","141418","141637","141924","142236","142801","143262","143830","144346","144789","145514","146384","147203","148106","148689","149605","150162","150778","151439","151798","152186","152327","152432","152697","152919","152913","152740","152702","152671","152526","152399","152440","152486","152592","152733","152880","153139","153256","153346","153597","153873","154116","154373","154460","154526","154740","154921","155206","155468","155006","155037","155220","155429","155714","156084","156377",
"팔달구","세대수","호","90901","90877","90622","90573","90439","90224","90146","89843","89618","89249","88574","88044","87924","87826","87596","87610","87523","87407","87346","87326","87293","87321","87260","87214","87267","87401","87448","87461","87427","87298","87271","87214","87243","87306","87257","87289","87276","87341","87377","87450","87489","87440","87561","87590","87552","87619","87673","87728","87711","87699","87694","87649","87616","87548","87600","87549","87330","87268","87247","87266","87317","87458","87523","87643","87812","87926","88037","88075","88172","88244","88321","88317","88289","88385","88543","88551","88571","88580","88607","88595","88578","88413","88234","87895","87425","87053","86426","86033","85668","85382","85220","85146","85003","84832","84637","84558","84540","84621","84690","84552","84652","84587","84516","84464","84444","84342","84312","84282","84358","84603","84743","84864","85059","85337","85419","85582","85714","85794","86002","86362","86668","87864","89135","89951","90330","90599","90825","90983","91100",
